Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410477638244629,0.8452739051296528,0.7640337920670713,0.7879833974411941,535796800
2000-01-04,0.7701390981674194,0.8311861211644628,0.7602773650725562,0.8133417371616469,512377600
2000-01-05,0.7814084887504578,0.8307163398899913,0.7738954220935865,0.779530209546656,778321600
2000-01-06,0.7137864232063293,0.8039491098988254,0.7137864232063293,0.7973751600886573,767972800
2000-01-07,0.7475981712341309,0.7588686514437744,0.7175442428391544,0.7250573111315374,460734400
2000-01-10,0.7344494462013245,0.7682599331141596,0.711908586570413,0.7663816535407814,505064000
2000-01-11,0.6968815326690674,0.7466589713049819,0.6799763158671408,0.7208311373670201,441548800
2000-01-12,0.6550875902175903,0.7175441540242403,0.6499214817698462,0.7137867425720581,976068800
2000-01-13,0.7269353866577148,0.7419623727524206,0.6950031854116815,0.7099123495746988,1032684800
2000-01-14,0.754641592502594,0.7682598323803979,0.746658942981176,0.7513546162197549,390376000
2000-01-18,0.7809390425682068,0.7964364151541967,0.7546416260689349,0.758868569815934,459177600
2000-01-19,0.8006623387336731,0.8170980199744767,0.7767127388885244,0.7936180024233515,597643200
2000-01-20,0.8527876138687134,0.9128954505823292,0.8527876138687134,0.8678145479679523,1831132800
2000-01-21,0.8363521695137024,0.8584226949939934,0.8278991337273192,0.8584226949939934,495924800
2000-01-24,0.7983145713806152,0.8471519853301898,0.7898614877244359,0.8147502033648468,440876800
2000-01-25,0.8433954119682312,0.8499702665440544,0.7691997013886331,0.7889223590994574,497145600
2000-01-26,0.8278988599777222,0.8579528288599557,0.8246119344111636,0.8264901632611026,367158400
2000-01-27,0.8264904022216797,0.8490313117463479,0.8039495428553566,0.8175677843589226,340144000
2000-01-28,0.7635641098022461,0.8330642022894426,0.7560510431376629,0.8128720111507285,423348800
2000-01-31,0.7795302271842957,0.780469391886614,0.7100301833542677,0.7588685034166178,701680000
2000-02-01,0.7532328963279724,0.7889225132400721,0.7513546670321917,0.781408592890098,318035200
2000-02-02,0.7424320578575134,0.7673207781902813,0.7288137667495023,0.7569903163156536,464195200
2000-02-03,0.7762432098388672,0.7832875461771943,0.7532327243319539,0.7537023066278441,475193600
2000-02-04,0.8114634156227112,0.8264903533618376,0.7785911930546897,0.7809390548946402,425320000
2000-02-07,0.8570136427879333,0.8584223896275607,0.7959666422875172,0.8114632086317238,441067200
2000-02-08,0.8631188869476318,0.872510130977171,0.8358823130555186,0.8565440330237296,408643200
2000-02-09,0.8462128043174744,0.8800241351213123,0.8448041577020347,0.8574832813576421,299364800
2000-02-10,0.8527876138687134,0.8556050072675393,0.8264901531658999,0.8480918913262301,302982400
2000-02-11,0.8170978426933289,0.8574830648587946,0.8133412854728429,0.8537265076383085,212251200
2000-02-14,0.8701626062393188,0.870632188658612,0.8161590731119327,0.8213243292491246,367539200
2000-02-15,0.8941121697425842,0.9011565075954543,0.8654669413178775,0.8659365237147286,485744000
2000-02-16,0.857483446598053,0.8875382250246159,0.8424565088098527,0.8847200284006704,378246400
2000-02-17,0.8631188869476318,0.8678145089624014,0.8499701822663833,0.8654666979550166,289497600
2000-02-18,0.8358824849128723,0.8668755226623043,0.8330642383696757,0.8612407349594068,233441600
2000-02-22,0.855135440826416,0.8786154584071343,0.8016014541736901,0.8274293330691536,422296000
2000-02-23,0.8734496235847473,0.8941122541639859,0.8340034947245715,0.8507917942930961,473099200
2000-02-24,0.8655836582183838,0.8950510735925375,0.8396388120104282,0.8814327867874028,376432000
2000-02-25,0.8293076157569885,0.8790850977585826,0.8274293867732836,0.8626494154303097,249144000
2000-02-28,0.8509093523025513,0.8640580586190366,0.8142806771340071,0.8274293834504923,328328000
2000-02-29,0.861240565776825,0.8809632217127226,0.8457432474130012,0.8532570653020302,368961600
2000-03-01,0.9791087508201599,0.9922574586653234,0.8903555747653847,0.8908251571431863,1077003200
2000-03-02,0.9166527390480042,0.9612641561871874,0.90679101023552,0.9542206230853325,311259200
2000-03-03,0.9617337584495544,0.9634951184494938,0.9016259189391558,0.9382537402113854,323366400
2000-03-06,0.9443594217300415,0.97018726238458,0.9391933118889092,0.9467072339697762,210560000
2000-03-07,0.9232268929481506,0.9575078090985335,0.9100781858174206,0.9499938895618977,273011200
2000-03-08,0.9166527390480042,0.9312101900339422,0.8908249128192023,0.9232266899008483,271230400
2000-03-09,0.9185315370559692,0.9391932668791866,0.8884775555568429,0.908200220719195,276718400
2000-03-10,0.944828987121582,0.9612646756690025,0.9091393124764097,0.914305422223935,248606400
2000-03-13,0.9114867448806763,0.9504632758816929,0.8978684582064229,0.9175919161012636,303956800
2000-03-14,0.8584222793579102,0.9335579424028648,0.85654395047969,0.9107822517463091,428579200
2000-03-15,0.8734496235847473,0.9035044045712276,0.8574835196342493,0.8687539998062461,443609600
2000-03-16,0.9133653044700623,0.9166530836657499,0.8603008853157413,0.8814330976324433,378100800
2000-03-17,0.9391928315162659,0.939192831516266,0.8988075524009652,0.9025650131030968,305043200
2000-03-20,0.9241657257080078,0.9485848017894006,0.9194700041884369,0.9279230853934427,204489600
2000-03-21,1.0138592720031738,1.0274774621887404,0.9138356152464812,0.9208791504245941,524328000
2000-03-22,1.0833594799041748,1.0847690298716715,0.9885011108048088,0.9976585208669349,567996800
2000-03-23,1.0617579221725464,1.1298492449482667,1.0518961947138274,1.0669231255693072,562564800
2000-03-24,1.0420349836349487,1.0814811104842228,1.0180853775049954,1.0702106308867774,446913600
2000-03-27,1.0486096143722534,1.0875861541579,1.0284165696708183,1.0340522602228093,279182400
2000-03-28,1.045322299003601,1.0669231809303257,1.0302944645186036,1.0312336289364332,202966400
2000-03-29,1.0213733911514282,1.0476708150888725,1.0055242536342592,1.0472013328805165,239836800
2000-03-30,0.944828987121582,1.0345220540203481,0.9424810746076819,1.003528204402976,414400000
2000-03-31,1.020433783531189,1.0312337745951212,0.9467067580851085,0.9575076519989612,404633600
2000-04-03,1.0016496181488037,1.0481400797315041,0.9725348082076778,1.01808530249163,328563200
2000-04-04,0.9565684795379639,0.9993015697148233,0.8772066680785929,0.9964841764033288,660329600
2000-04-05,0.9795790910720825,0.9983625859611603,0.9316799853365,0.9502286388890435,457665600
2000-04-06,0.9406028389930725,1.010572537484327,0.9260445776980448,0.98145772027827,259627200
2000-04-07,0.9899097681045532,0.9908488326582727,0.9429505214170618,0.9560992308695898,242435200
2000-04-10,0.9391928315162659,0.997423340416954,0.9373146027484849,0.9894398399081509,212262400
2000-04-11,0.8973988890647888,0.9382536493679109,0.8870675777109599,0.9279232408639775,541822400
2000-04-12,0.8208546042442322,0.894112057162767,0.7879832888617978,0.894112057162767,941136000
2000-04-13,0.855135440826416,0.9016258936932375,0.8152197419841791,0.8377606451339981,529827200
2000-04-14,0.8405781984329224,0.8865982250648644,0.818976405606115,0.8213242673673393,667620800
2000-04-17,0.9307405352592468,0.9312101174716664,0.8194456887249987,0.8227335165867687,409561600
2000-04-18,0.953281581401825,0.953281581401825,0.8969293969775056,0.9279233341550444,390924800
2000-04-19,0.9100780487060547,0.9786389678274388,0.8997467369288759,0.9481155176273749,520150400
2000-04-20,0.8931729793548584,0.9373148268774962,0.8795546889696743,0.9293321269931399,722120000
2000-04-24,0.9053824543952942,0.9053824543952942,0.8621797796803983,0.8640580085477191,443620800
2000-04-25,0.9640816450119019,0.9673694232977248,0.917122412285455,0.9175919945810532,391641600
2000-04-26,0.9114867448806763,0.9617336512787671,0.9016258184664847,0.951402340075911,366912000
2000-04-27,0.9523417353630066,0.9542208673733392,0.875915173358523,0.8804938271710152,326603200
2000-04-28,0.932149350643158,0.957977279860428,0.9114868266993491,0.9551598863915662,249580800
2000-05-01,0.9340279698371887,0.9401331435013783,0.9157140539117196,0.9382540111942816,226195200
2000-05-02,0.8856589198112488,0.9485850559243636,0.882841526271355,0.9260442022219068,236432000
2000-05-03,0.8645274639129639,0.9110171075575139,0.8386996388919643,0.8936422642066747,489798400
2000-05-04,0.8316555023193359,0.8659364175189366,0.8307163376408099,0.8649972528404105,399515200
2000-05-05,0.8499701023101807,0.8621796413132686,0.8318900833326353,0.8325944065052643,284076800
2000-05-08,0.8274294137954712,0.854196359574961,0.8264902491146133,0.8422215584689993,184900800
2000-05-09,0.7922095656394958,0.835882639330258,0.7879834740816126,0.8288383007085472,327140800
2000-05-10,0.7461894154548645,0.7889225178729442,0.7419624715851981,0.7818781798847194,535091200
2000-05-11,0.772486686706543,0.7832875815835546,0.7438414631457737,0.7616858419878648,499744000
2000-05-12,0.808646023273468,0.8302469655189078,0.7871612477560133,0.7964364788321288,306913600
2000-05-15,0.7588685154914856,0.811932876925263,0.7522937104122598,0.811932876925263,678932800
2000-05-16,0.7940876483917236,0.8194458968356455,0.7720171784862305,0.7852828542769409,440451200
2000-05-17,0.7616859078407288,0.7790607058678715,0.7541719882172365,0.7785911235101565,398092800
2000-05-18,0.7569901347160339,0.7884527504257741,0.7560509701246976,0.7738953481517434,373777600
2000-05-19,0.70627361536026,0.7457197333256603,0.7015770900286709,0.7457197333256603,740667200
2000-05-22,0.6757492423057556,0.7043953174496612,0.6461648552555951,0.7043953174496612,755507200
2000-05-23,0.6447563171386719,0.7015772438815644,0.6433476200536044,0.6799763524992367,517585600
2000-05-24,0.6588438749313354,0.6743403893082817,0.623623853777043,0.6475734501049654,678462400
2000-05-25,0.655674159526825,0.6961772243794899,0.6461650400167075,0.6649493906705591,406750400
2000-05-26,0.6489821672439575,0.6752795752161661,0.6405299878742278,0.6611917067500973,181148800
