Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2000-01-03,35.72673034667969,36.35889233136624,34.32831141085791,35.97576385579863,53228400
2000-01-04,34.519859313964844,35.89912117334635,34.40492082568306,34.80720553466933,54119000
2000-01-05,34.88383102416992,35.66924402361581,33.52372558610509,34.06010519548276,64059600
2000-01-06,33.71529769897461,34.90299568609758,33.21723080114885,34.38577236912467,54976600
2000-01-07,34.15589141845703,34.40492483878229,32.891567899882624,33.29385265579266,62013600
2000-01-10,34.40492630004883,34.84552390856839,34.13673645138475,34.768898237521505,44963600
2000-01-11,33.52372360229492,35.01792385428293,33.31300305393764,34.17504166085379,46743600
2000-01-12,32.43180847167969,33.37047274522505,32.01036736927156,33.25553426275011,66532400
2000-01-13,33.044830322265625,33.29386382614357,31.110031561367755,31.99122703662817,83144000
2000-01-14,34.40492630004883,34.922149579615265,32.41265885282996,32.853256461349524,73416400
2000-01-18,35.34360122680664,35.70757327196075,34.25168509134432,34.27084151477349,81483600
2000-01-19,32.795780181884766,34.17504196523506,32.48927756336248,33.86853934671277,97568200
2000-01-20,32.48927307128906,33.61950132082093,32.450960249271034,32.81493205844231,56349800
2000-01-21,31.799673080444336,32.87243313617017,31.646421643912074,32.79580741790404,68416200
2000-01-24,31.03339195251465,32.39349740228535,30.899297049016127,31.814015855023886,63597600
2000-01-25,31.512310028076172,31.837969159065413,30.516176215638506,30.956773863447474,59823200
2000-01-26,30.458717346191406,31.723041462448407,30.38209164217583,31.39738222038221,49365000
2000-01-27,30.26713752746582,31.014237757574158,29.807383539706848,30.616742122324208,63654800
2000-01-28,30.1138916015625,30.726897028566317,29.80738888806059,30.07557876237476,58225400
2000-01-31,29.998952865600586,30.094734962872614,29.07944473178907,29.922327187782958,73194200
2000-02-01,31.550621032714844,31.646403124496004,29.941481890791316,30.190515329422336,70196600
2000-02-02,30.899309158325195,31.857130272966398,30.803527046861078,31.397376137938622,49915600
2000-02-03,31.76134490966797,31.933752692651694,30.688585371102587,31.282434401379852,49186000
2000-02-04,32.66168975830078,33.10228733275294,31.919378627430312,31.991215188482293,55365400
2000-02-07,32.68084716796875,32.757472835420025,31.95290332718164,32.738316418557204,40005800
2000-02-08,33.696136474609375,33.71529289102473,32.6233771553495,32.6233771553495,56229000
2000-02-09,31.87627601623535,33.54288419737266,31.83796318448507,33.54288419737266,55090000
2000-02-10,32.48927307128906,32.6616807703702,31.416514054784233,31.842744199734813,54527800
2000-02-11,30.631120681762695,32.14447811381976,30.382087180284948,32.14447811381976,115559000
2000-02-14,30.535348892211914,31.1866675009542,30.362941025191894,31.02862695618585,81028600
2000-02-15,30.209667205810547,30.65026476176086,30.075572297477844,30.573639099856457,71027600
2000-02-16,29.92232894897461,30.707742192833734,29.769077584319167,30.420395884104785,65202600
2000-02-17,30.535348892211914,30.554505321880804,29.773880812873504,30.190533158171878,80343400
2000-02-18,29.13690185546875,30.669414773573614,29.079432621039818,30.650258362097304,79063000
2000-02-22,28.75377655029297,29.769066461795653,28.44727393549971,29.15606123220913,66296200
2000-02-23,28.88788604736328,29.34764020196323,28.217411238571696,28.65800897006331,75847200
2000-02-24,29.041133880615234,29.385949454395625,28.19825136692983,28.887882514490617,69733200
2000-02-25,27.987525939941406,29.0267615882931,27.738492512686623,29.021972483922813,65301400
2000-02-28,28.064159393310547,28.236567198457166,27.010556139636773,27.661874514635105,76131800
2000-02-29,27.393665313720703,28.121608867511885,27.240414039238352,28.121608867511885,58437400
2000-03-01,27.834287643432617,28.840000032476123,27.25959484969347,27.470315540731157,106889800
2000-03-02,28.61968994140625,29.2326953484511,27.9300588584808,28.140779467152466,106932600
2000-03-03,29.46257972717285,30.305462372163493,28.77294847218051,29.041138404677532,101435200
2000-03-06,27.77680206298828,29.845694906300512,27.62355074126145,29.424253771551726,93609400
2000-03-07,28.466442108154297,29.884017287160635,28.179095788085444,29.46257601772632,135061000
2000-03-08,29.290163040161133,29.481727219625885,27.891744530068415,28.753783337659815,94290000
2000-03-09,30.650266647338867,30.65026664733887,29.117753314971925,29.21353539824486,88198800
2000-03-10,30.956790924072266,31.41654524472681,30.49703660341773,30.516193033445003,85589000
2000-03-13,30.037260055541992,30.726891026204946,29.884008728728002,29.9223215604315,61831800
2000-03-14,29.15605926513672,30.42038246585881,29.15605926513672,30.228818344537284,73489200
2000-03-15,29.232696533203125,29.615824928133705,28.715473200046844,28.98366307649825,53208000
2000-03-16,29.232696533203125,29.634981347880235,28.581378261821143,29.405104310921885,77300800
2000-03-17,30.458717346191406,30.497030198199194,28.964516117887676,29.194393229934402,81161600
2000-03-20,29.845701217651367,30.573645149789204,29.577511347916374,30.26714244152064,47773000
2000-03-21,31.493141174316406,31.608079645755517,29.577499983664556,29.65412563129063,81648800
2000-03-22,31.646392822265625,32.374336482826216,30.9950748101851,31.51229793742552,93975800
2000-03-23,34.28998947143555,34.596492170621566,32.68085030070896,32.738319556806346,148224000
2000-03-24,34.232513427734375,35.247803417476916,33.58119532110708,34.51985965124641,112196800
2000-03-27,31.895435333251953,33.17891531362906,31.857122498016818,33.0304530770929,111434000
2000-03-28,31.972055435180664,32.92987614923641,31.378206592466103,31.761334878088398,81114400
2000-03-29,32.85325241088867,33.38963204208685,32.22109070269081,32.24024711809075,64363800
2000-03-30,31.684715270996094,33.29385437786651,31.416525419851023,32.5467540782481,64178400
2000-03-31,32.56591033935547,33.17891571044922,31.91459213256836,32.48928466796875,64281400
2000-04-03,27.853429794311523,29.577507291896143,27.585239961353917,28.945345542781784,260118200
2000-04-04,27.144641876220703,28.198244771910286,26.033569731675325,28.06414985791343,181244400
2000-04-05,26.47417640686035,27.125494784453153,26.32092502389734,27.048869092971646,82887600
2000-04-06,26.359228134155273,26.972233439600746,26.134140248562016,26.933920608010403,66421400
2000-04-07,27.297895431518555,27.39367752075195,26.052728271484373,26.665733642578125,82613600
2000-04-10,26.378385543823242,27.163798621017687,26.359229127306303,27.163798621017687,60685400
2000-04-11,25.707910537719727,26.378385104649823,25.59297204053171,26.09103886167978,71961800
2000-04-12,24.328643798828125,25.209838771069144,24.137079674427902,25.1715259461891,153003800
2000-04-13,24.29034423828125,25.20985253752218,24.21371854667784,24.78841123370342,94316200
2000-04-14,22.719511032104492,24.36696292819301,22.451321188555198,24.252024423814742,151217800
2000-04-17,23.255895614624023,23.294208457481723,22.37470022889692,22.75782865747392,119772200
2000-04-18,24.6926212310791,25.11406240026742,23.255889972482567,23.44745414029544,91794600
2000-04-19,24.117931365966797,24.9799702154255,23.945523596075056,24.96081379654864,53715400
2000-04-20,24.194562911987305,24.481909264861265,23.7539651709139,24.098780794362654,52387400
2000-04-24,20.420740127563477,20.84218129342314,19.92267329518388,20.612304293863325,313645800
2000-04-25,21.263628005981445,21.301940849235468,20.72724820042516,21.072063789711343,159517400
2000-04-26,20.842180252075195,21.800001035718356,20.65061609534656,21.455185553606817,107091200
2000-04-27,21.397720336914062,21.43603317547613,20.650619984953767,20.669776404234803,77669800
2000-04-28,21.37856101989746,21.76168935358738,20.918807019469558,21.685063686849393,78082600
