Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
39,2000-02-29,0.8612406253814697,0.8809632826823308,0.8457433059451092,0.8532571243541538,368961600
40,2000-03-01,0.9791088104248047,0.9922575190704145,0.890355628967053,0.8908252113734411,1077003200
41,2000-03-02,0.9166527390480042,0.9612641561871874,0.90679101023552,0.9542206230853325,311259200
42,2000-03-03,0.961733877658844,0.9634952378771082,0.9016260306979292,0.9382538565102683,323366400
43,2000-03-06,0.9443590641021729,0.9701868949757367,0.9391929562174407,0.9467068754527938,210560000
44,2000-03-07,0.9232270121574402,0.9575079327342579,0.9100783033289173,0.9499940122274065,273011200
45,2000-03-08,0.9166527390480042,0.9312101900339422,0.8908249128192023,0.9232266899008483,271230400
46,2000-03-09,0.9185312390327454,0.9391929621521371,0.8884772672848188,0.9081999260480305,276718400
47,2000-03-10,0.9448285698890686,0.961264251178558,0.9091389110043067,0.9143050184704996,248606400
48,2000-03-13,0.9114869832992554,0.9504635244954057,0.897868693062852,0.9175921561167789,303956800
49,2000-03-14,0.8584223985671997,0.9335580720462604,0.8565440694281357,0.9107823782268395,428579200
50,2000-03-15,0.8734493851661682,0.9035041579488345,0.8574832855738103,0.868753762669394,443609600
51,2000-03-16,0.9133653044700623,0.9166530836657499,0.8603008853157413,0.8814330976324433,378100800
52,2000-03-17,0.9391931295394897,0.9391931295394896,0.8988078376091944,0.9025652995036376,305043200
53,2000-03-20,0.9241660833358765,0.9485851688668107,0.9194703599991848,0.9279234444753109,204489600
54,2000-03-21,1.0138592720031738,1.0274774621887404,0.9138356152464812,0.9208791504245941,524328000
55,2000-03-22,1.0833593606948853,1.0847689105072797,0.9885010020334201,0.997658411087895,567996800
56,2000-03-23,1.0617586374282837,1.1298500060738847,1.0518969033261887,1.066923844304596,562564800
57,2000-03-24,1.0420349836349487,1.0814811104842228,1.0180853775049954,1.0702106308867774,446913600
58,2000-03-27,1.0486094951629639,1.0875860305176328,1.0284164527571384,1.0340521426684461,279182400
59,2000-03-28,1.0453227758407593,1.0669236676210028,1.0302949345006227,1.0312340993468643,202966400
60,2000-03-29,1.0213725566864014,1.0476699591387737,1.0055234321180238,1.0472004773139862,239836800
61,2000-03-30,0.9448285698890686,1.034521597179753,0.9424806584119968,1.0035277612491347,414400000
62,2000-03-31,1.020434021949768,1.0312340155370572,0.9467069792777854,0.9575078757152057,404633600
63,2000-04-03,1.0016494989395142,1.048139954989247,0.972534692463428,1.018085181326281,328563200
64,2000-04-04,0.9565688371658325,0.9993019433191163,0.8772069960358252,0.9964845489542957,660329600
65,2000-04-05,0.9795789122581482,0.9983624037184567,0.931679815266145,0.9502284654327877,457665600
66,2000-04-06,0.9406027793884277,1.0105724734458035,0.926044519015936,0.9814576580847104,259627200
67,2000-04-07,0.9899094104766846,0.9908484746911452,0.9429501807543105,0.9560988854565621,242435200
68,2000-04-10,0.9391931295394897,0.9974236569177933,0.937314900175712,0.989440153875678,212262400
69,2000-04-11,0.8973990678787231,0.9382538363224843,0.8870677544662975,0.927923425760134,541822400
70,2000-04-12,0.8208545446395874,0.894111992238685,0.787983231644035,0.894111992238685,941136000
71,2000-04-13,0.8551356196403503,0.9016260822286036,0.8152199124515023,0.8377608203147588,529827200
72,2000-04-14,0.8405781388282776,0.8865981621969808,0.8189763475332338,0.8213242091279734,667620800
73,2000-04-17,0.9307407736778259,0.9312103560105338,0.81944589863428,0.8227337273382602,409561600
74,2000-04-18,0.9532819986343384,0.9532819986343384,0.8969297895457813,0.9279237402887539,390924800
75,2000-04-19,0.9100780487060547,0.9786389678274388,0.8997467369288759,0.9481155176273749,520150400
76,2000-04-20,0.893173098564148,0.9373149519782742,0.8795548063613688,0.9293322510284893,722120000
77,2000-04-24,0.9053825736045837,0.9053825736045837,0.8621798932013071,0.8640581223159293,443620800
78,2000-04-25,0.9640814661979675,0.9673692438739867,0.9171222421813278,0.9175918243898298,391641600
79,2000-04-26,0.9114869832992554,0.9617339028404842,0.9016260543057306,0.9514025889352558,366912000
80,2000-04-27,0.9523415565490723,0.9542206882065747,0.8759150088946205,0.8804936618474138,326603200
81,2000-04-28,0.9321491718292236,0.9579770960919297,0.9114866518491007,0.9551597031635277,249580800
82,2000-05-01,0.9340276718139648,0.9401328435301577,0.915713761731974,0.9382537118226416,226195200
83,2000-05-02,0.8856589794158936,0.948585119763923,0.8828415856863898,0.926044264544472,236432000
84,2000-05-03,0.8645276427268982,0.9110172959871012,0.8386998123638185,0.8936424490425484,489798400
85,2000-05-04,0.8316556215286255,0.8659365416420439,0.8307164567154799,0.8649973768288982,399515200
86,2000-05-05,0.849970281124115,0.862179822695806,0.8318902583429543,0.8325945816637565,284076800
87,2000-05-08,0.8274293541908264,0.8541962980421344,0.8264901895776221,0.8422214977987885,184900800
88,2000-05-09,0.792209267616272,0.8358823248775553,0.7879831776482122,0.8288379889058713,327140800
89,2000-05-10,0.7461892366409302,0.7889223288186151,0.7419622937841922,0.7818779925184681,535091200
90,2000-05-11,0.772486686706543,0.7832875815835546,0.7438414631457737,0.7616858419878648,499744000
91,2000-05-12,0.8086458444595337,0.8302467819284096,0.7871610736929554,0.7964363027180614,306913600
92,2000-05-15,0.7588684558868408,0.8119328131527257,0.7522936513240271,0.8119328131527257,678932800
93,2000-05-16,0.7940877079963684,0.8194459583436939,0.772017236434254,0.7852829132206931,440451200
94,2000-05-17,0.761685848236084,0.7790606449035866,0.7541719292005828,0.7785910625826181,398092800
95,2000-05-18,0.7569902539253235,0.7884528745897333,0.7560510891860894,0.773895470023232,373777600
96,2000-05-19,0.7062737941741943,0.7457199221265394,0.7015772676535418,0.7457199221265394,740667200
97,2000-05-22,0.6757492423057556,0.7043953174496612,0.6461648552555951,0.7043953174496612,755507200
98,2000-05-23,0.6447561383247375,0.7015770493091594,0.643347441630352,0.6799761639175298,517585600
99,2000-05-24,0.6588441133499146,0.674340633334649,0.6236240794504062,0.6475736844450688,678462400
100,2000-05-25,0.6556739807128906,0.6961770345196538,0.6461648637960781,0.6649492093271053,406750400
101,2000-05-26,0.6489822864532471,0.6752796992559356,0.6405301055309657,0.661191828202115,181148800
102,2000-05-30,0.6579049825668335,0.6621310735429725,0.6142327675796921,0.6583745147919553,713059200
103,2000-05-31,0.631138026714325,0.6856111417759554,0.6297293296273333,0.6527397708180018,433507200
104,2000-06-01,0.6696451306343079,0.6729320575162556,0.6039015771602785,0.6142328932943573,903840000
105,2000-06-02,0.695472776889801,0.7494763019897448,0.6687057804354064,0.7043953932718413,792848000
106,2000-06-05,0.6860806345939636,0.7156650272621887,0.6738710912361607,0.7011076221221353,323668800
107,2000-06-06,0.6978204250335693,0.7269352261060071,0.678567352576215,0.6910117333508343,525481600
108,2000-06-07,0.725526750087738,0.7288137264475251,0.6884284879233791,0.7034562778004882,337019200
109,2000-06-08,0.7123779654502869,0.7400840754025091,0.6996988412245506,0.733510173548747,238526400
110,2000-06-09,0.7194223403930664,0.7358579725220652,0.7090910276834046,0.7269353566258404,252358400
111,2000-06-12,0.6851415038108826,0.7245876272823117,0.6827936922423672,0.7241180449052728,290337600
112,2000-06-13,0.7100300192832947,0.7114387158529191,0.6626004572342608,0.6851413077313155,351456000
113,2000-06-14,0.6795065402984619,0.7231787434009587,0.6771586791784213,0.7114387355841804,277446400
114,2000-06-15,0.6940640807151794,0.7015771475231016,0.6687057811247799,0.6856110466739161,248572800
115,2000-06-16,0.6851415038108826,0.7043954345946162,0.6691754020415185,0.7025163025530238,303564800
116,2000-06-19,0.7259962558746338,0.7353884542725144,0.6748101263733137,0.6804457664253866,394004800
117,2000-06-20,0.7607467174530029,0.7809389587866866,0.7391449767186736,0.7400840912440744,501390400
118,2000-06-21,0.8358824849128723,0.8556051447230996,0.7560510758824356,0.7588685198922224,490000000
119,2000-06-22,0.807705819606781,0.8659363311509621,0.8048884261688797,0.8377606412303719,467712000
120,2000-06-23,0.7767127752304077,0.8208545662589197,0.7635640691158865,0.8081754424603934,204965600
121,2000-06-26,0.8133415579795837,0.8227337567107368,0.783287635554972,0.7889224231152934,185354400
122,2000-06-27,0.7776519060134888,0.8340032360717241,0.7757736269895987,0.8081754072828863,203470400
123,2000-06-28,0.8180369734764099,0.8321247906340111,0.7738951931970259,0.8011317634255801,286428800
124,2000-06-29,0.7701389789581299,0.8105242173003112,0.7673207323016077,0.7973755093869619,203660800
125,2000-06-30,0.7870441675186157,0.8255511752905264,0.7767128539365014,0.7936181199753639,323097600
126,2000-07-03,0.8011319637298584,0.8161588988895618,0.7832875848141694,0.7832875848141694,70828800
127,2000-07-05,0.775773823261261,0.8293077734069773,0.762625114392426,0.8001929614998339,265216000
128,2000-07-06,0.7785912156105042,0.7954972859715093,0.745719894940359,0.7889225302857125,309545600
129,2000-07-07,0.8180369734764099,0.8236726119543251,0.78328738897146,0.7903308712045317,263603200
130,2000-07-10,0.8584223985671997,0.8753284643020351,0.8077058064292513,0.8128719137782966,397796000
131,2000-07-11,0.8556051850318909,0.8903555855260311,0.8330642776165326,0.8565442494821637,357896000
132,2000-07-12,0.8847200274467468,0.8856590919314337,0.8471521312749867,0.8734495482468657,225433600
133,2000-07-13,0.8490311503410339,0.9110173230934117,0.8227337368713269,0.8790851221992606,445659200
134,2000-07-14,0.8668755888938904,0.8865982502109812,0.8546660452991359,0.858422604160304,190276800
135,2000-07-17,0.876267671585083,0.8837806875575805,0.8584224404108528,0.8753285069697715,260002400
136,2000-07-18,0.8603007793426514,0.8847199653135309,0.8546659915635184,0.879085177534398,318404800
137,2000-07-19,0.791739821434021,0.8537267985698572,0.7776519997607345,0.8293076635655867,457872800
138,2000-07-20,0.8283686637878418,0.8574834758725219,0.8133416753282781,0.8264903842772915,465572800
139,2000-07-21,0.8048883080482483,0.8358822395498772,0.7954969645279076,0.8168631061727671,196235200
140,2000-07-24,0.7316319346427917,0.79455722452752,0.7137867015683259,0.7898615514259447,412171200
141,2000-07-25,0.7522936463356018,0.7607466798126884,0.7372666610309688,0.7560510071013459,211607200
142,2000-07-26,0.7522936463356018,0.7701388779270437,0.7400840546261077,0.7490066704218287,210470400
143,2000-07-27,0.7814084887504578,0.8001928356968879,0.749476287694087,0.7513545668978888,294985600
144,2000-07-28,0.7259962558746338,0.7889223951212131,0.704395368248715,0.785635419108215,237893600
145,2000-07-31,0.7635641098022461,0.7757737020936966,0.7325710733951307,0.7386753930366646,155299200
146,2000-08-01,0.7410234212875366,0.7687295380154435,0.7400842563942248,0.7560512132225118,137284000
147,2000-08-02,0.7100300192832947,0.7504152457926744,0.7090909049563202,0.7363274274048982,162355200
148,2000-08-03,0.721300482749939,0.7222396472850005,0.6649491560547328,0.6846717617660092,339897600
149,2000-08-04,0.7119083404541016,0.7701387991320495,0.6959422423040684,0.7433718071751606,263121600
150,2000-08-07,0.7203615307807922,0.7372667470148699,0.7090911023941505,0.7194224161923327,187348000
151,2000-08-08,0.7025162577629089,0.7213006049719757,0.6959423556951924,0.7203614904361123,176674400
152,2000-08-09,0.713786780834198,0.7278746543951204,0.7100302720307808,0.7231789807720916,379640800
153,2000-08-10,0.7147257328033447,0.7278744376288766,0.711908339500236,0.7213004864827374,251714400
154,2000-08-11,0.7166047096252441,0.7213003811642439,0.684671665338988,0.7039255889209767,238056000
155,2000-08-14,0.7072128057479858,0.7166049545694714,0.6959423776372178,0.7151954551086833,156660000
156,2000-08-15,0.7015769481658936,0.7203612901523039,0.6987595551832936,0.7100299798051783,114200800
157,2000-08-16,0.7288135290145874,0.7363274469968191,0.7034560872367894,0.7043952517470782,143673600
158,2000-08-17,0.7729563117027283,0.7879832977885082,0.7259962716981679,0.726935386225921,270900000
159,2000-08-18,0.7513548135757446,0.7785913506438266,0.7494765337552834,0.7720174465097408,190176000
160,2000-08-21,0.7588684558868408,0.7748345557762794,0.7457197496112232,0.755111044937848,134467200
161,2000-08-22,0.7767127752304077,0.7936180395562209,0.7569901674836252,0.760746675536584,276802400
162,2000-08-23,0.8161588907241821,0.8227336951834848,0.7673206246479184,0.7734258467928659,236863200
163,2000-08-24,0.8431609869003296,0.8509096496829733,0.8020713656177622,0.8215592394749396,310766400
164,2000-08-25,0.8537267446517944,0.8640580573302931,0.8471519902366859,0.849031122060058,334460000
165,2000-08-28,0.8725101351737976,0.8865980044524226,0.8574832016776954,0.8603005949634395,359004800
166,2000-08-29,0.8894164562225342,0.893172914383079,0.8668755002924451,0.8696928940711907,267030400
167,2000-08-30,0.8941120505332947,0.9016259697812076,0.8821372495850778,0.8865981312853819,285392800
168,2000-08-31,0.9157136678695679,0.9241658473372183,0.8856587990961051,0.8861283813415276,419596800
169,2000-09-01,0.9532819986343384,0.9560993934078418,0.9185315884045006,0.921348983178004,256872000
170,2000-09-05,0.9382538795471191,0.9636122307821943,0.9354364855988034,0.941541758723051,298642400
171,2000-09-06,0.8781457543373108,0.9373145196869783,0.8678144437051414,0.922287487076489,355404000
172,2000-09-07,0.9316799640655518,0.940132947871017,0.8753285778347863,0.8884772847803014,217464800
173,2000-09-08,0.8847200274467468,0.9260443821906236,0.879085239271887,0.9260443821906236,195518400
174,2000-09-11,0.8781457543373108,0.9072605547826478,0.8734492298258066,0.881902311856637,187381600
175,2000-09-12,0.8678143620491028,0.9025648481951287,0.8565438880184226,0.8617099942733245,187997600
176,2000-09-13,0.8715715408325195,0.8941124046537148,0.852788039390096,0.852788039390096,305984000
177,2000-09-14,0.85443115234375,0.8959902404348461,0.853726728714805,0.8800241408176447,426552000
178,2000-09-15,0.8300120830535889,0.8743894736488637,0.8152198870329768,0.8678147184544591,394514400
179,2000-09-18,0.9114869832992554,0.9128956301173705,0.82742948046453,0.83024687441744,424536000
180,2000-09-19,0.9006867408752441,0.9091389213387953,0.8800241164755116,0.8978685448540876,271510400
181,2000-09-20,0.9173571467399597,0.9232266739596136,0.880024004313437,0.8927031260844038,227388000
182,2000-09-21,0.8518487215042114,0.8959904736522083,0.8302469764410673,0.879085305323944,510490400
183,2000-09-22,0.7842268347740173,0.7879833936587446,0.7513546623280811,0.7560511383882952,726700800
184,2000-09-25,0.8039493560791016,0.8340032765101729,0.7823484189611972,0.7926788788559905,435551200
185,2000-09-26,0.7729563117027283,0.8227337454488838,0.7720171971749753,0.8011320046604459,290936800
186,2000-09-27,0.7353883385658264,0.7926787785878665,0.7250570272861994,0.7776518453522958,402259200
187,2000-09-28,0.8039493560791016,0.8086458313206771,0.7231788398856992,0.7410232187736786,979585600
188,2000-09-29,0.38694730401039124,0.43578562540485716,0.3813125162761345,0.4235760325166561,7421640800
189,2000-10-02,0.3644072115421295,0.40197507312391323,0.35313678535384946,0.40103593363946854,2424788800
190,2000-10-03,0.3352924585342407,0.37567771959456603,0.3334133516688793,0.3747385799681671,2038120000
191,2000-10-04,0.35501500964164734,0.35689326337475896,0.3287176015200438,0.336231519302348,1466024000
192,2000-10-05,0.3315350413322449,0.36816376553193225,0.3305959017938972,0.35313680562254846,873006400
193,2000-10-06,0.3334132730960846,0.34468369833191953,0.31556889710385566,0.3409271657907641,612656800
194,2000-10-09,0.3268394470214844,0.34374466368124845,0.31744724757525894,0.33998815507447916,597564800
195,2000-10-10,0.3136906623840332,0.3371706536837838,0.3080549979996388,0.32496108830291054,691101600
196,2000-10-11,0.2949063181877136,0.3155689430135991,0.2873932770915498,0.30242023705469917,1198422400
197,2000-10-12,0.3005419373512268,0.31275150191188067,0.29302801962677805,0.30523758418743185,1191064000
198,2000-10-13,0.3315350413322449,0.33247418087059255,0.30054198197512955,0.30429848997018777,1247752800
199,2000-10-16,0.32308289408683777,0.3493803086260739,0.32120376212444696,0.3352924617211306,820176000
200,2000-10-17,0.3024202883243561,0.3296568444013083,0.2958463605762483,0.3259003106767938,601720000
201,2000-10-18,0.3024202883243561,0.3165081362132928,0.2817576599955116,0.29208897415993385,834265600
202,2000-10-19,0.28457579016685486,0.2977244929700023,0.2751836195497865,0.28786276523435916,1506724800
203,2000-10-20,0.2930281162261963,0.30617682452034894,0.2845759090080192,0.28645418842502335,791263200
204,2000-10-23,0.30617693066596985,0.30899517838114404,0.29208907777932896,0.30453344187611814,551292000
205,2000-10-24,0.28363677859306335,0.3136907272635728,0.2826976389368285,0.3108733082948682,804451200
206,2000-10-25,0.27800095081329346,0.28833225845720734,0.27706183678425583,0.28645400531997733,663969600
207,2000-10-26,0.27800095081329346,0.28363661307455484,0.26297399778672703,0.28269747396636247,721851200
208,2000-10-27,0.27894020080566406,0.2883323730749575,0.268608889054852,0.2836367258256935,744503200
209,2000-10-30,0.29021069407463074,0.2996028677043681,0.28175763498327683,0.28739330030114363,639189600
210,2000-10-31,0.29396727681159973,0.3042985667139514,0.28927160301478383,0.2967855237498876,885880800
211,2000-11-01,0.30805495381355286,0.31369061738959175,0.2920888579539686,0.2920888579539686,575366400
212,2000-11-02,0.3352924585342407,0.33717071270786986,0.31650811109781024,0.3174472256450405,590693600
213,2000-11-03,0.3343524932861328,0.34562294716963027,0.32965684493230407,0.34562294716963027,515821600
214,2000-11-06,0.32214370369911194,0.3399880812548798,0.3136906708586913,0.3371706627927767,393478400
215,2000-11-07,0.320264607667923,0.3277785012686354,0.31275154167967895,0.3230828538353572,301963200
216,2000-11-08,0.30148106813430786,0.32214369094666506,0.2977245354127088,0.32120369880490207,422088800
217,2000-11-09,0.30335935950279236,0.3080550067884098,0.2864541214087993,0.29866368713800995,476834400
218,2000-11-10,0.28645414113998413,0.2986637077101993,0.28645414113998413,0.29091502267004693,422251200
219,2000-11-13,0.29114973545074463,0.30054193179950944,0.2742445243661648,0.28175756418114184,431816000
220,2000-11-14,0.304298460483551,0.308054993193766,0.2939671741878449,0.29960281340515516,409001600
221,2000-11-15,0.29866379499435425,0.30335946905488365,0.2892716192605541,0.30101163202461895,282357600
222,2000-11-16,0.2855149805545807,0.29772454622540107,0.2836367266651491,0.2930280462706365,239372000
223,2000-11-17,0.27800095081329346,0.28927139756539977,0.27424444453883334,0.28833225845720734,446180000
224,2000-11-20,0.28457579016685486,0.2930279938553229,0.27424450531263694,0.2794097339336007,408066400
225,2000-11-21,0.282697468996048,0.2930279237670727,0.2817574772131205,0.28833225338782353,301952000
226,2000-11-22,0.27800095081329346,0.2873931444281697,0.2761226976760634,0.28269747396636247,280532000
227,2000-11-24,0.29021069407463074,0.29302808784811785,0.2826976272925529,0.2834019757359246,160932800
228,2000-11-27,0.28081849217414856,0.2996028375425533,0.2780010736051301,0.2986636980195471,258792800
229,2000-11-28,0.2709575295448303,0.2855149287452381,0.2695488331135865,0.2808184296426971,269124800
230,2000-11-29,0.26391324400901794,0.2751836702562816,0.25921757164138476,0.2718967196622703,492150400
231,2000-11-30,0.2479470819234848,0.2554601206776448,0.24231141881752713,0.2507644745911896,809597600
232,2000-12-01,0.2564002275466919,0.26297415507774974,0.25264284125443426,0.2554602351850062,385705600
233,2000-12-04,0.25076454877853394,0.2582784424470285,0.24700801575052458,0.2582784424470285,371520800
234,2000-12-05,0.255460262298584,0.26203504321923576,0.246068939840195,0.2545211476081658,613978400
235,2000-12-06,0.21507500112056732,0.22540629004667095,0.21037932776746587,0.21977150208628538,1374464000
236,2000-12-07,0.21507500112056732,0.22352803575293248,0.21037932776746587,0.21695410810609256,408917600
237,2000-12-08,0.22634541988372803,0.23010280607865968,0.21695409866535767,0.22258888638054608,435624000
238,2000-12-11,0.2282237708568573,0.23104201829137402,0.22352809623324063,0.2282237708568573,332511200
239,2000-12-12,0.23104198276996613,0.24043330549415934,0.2254063163802253,0.2291628504857372,386260000
240,2000-12-13,0.22540625929832458,0.2338593178567528,0.2235280052608044,0.2338593178567528,344887200
241,2000-12-14,0.21695399284362793,0.22916270196465843,0.21695399284362793,0.22587575242710123,263317600
242,2000-12-15,0.21131844818592072,0.22071062164836258,0.21037930858509707,0.21883234244671526,513945600
243,2000-12-18,0.2141358107328415,0.2197714500506547,0.20944015103112384,0.21883231058656188,325808000
244,2000-12-19,0.21037930250167847,0.22916279619170155,0.21037930250167847,0.21601408978534664,374007200
245,2000-12-20,0.2160140872001648,0.21977147306238326,0.20474450022811538,0.2070923365946014,565331200
246,2000-12-21,0.21131844818592072,0.22540626949414502,0.2085010419230337,0.21413584190922377,366844800
247,2000-12-22,0.22540625929832458,0.22540625929832458,0.21225755310651256,0.21225755310651256,318052000
248,2000-12-26,0.22071059048175812,0.22540623766446694,0.2141358116710457,0.22352798380721628,216815200
249,2000-12-27,0.22258885204792023,0.22258885204792023,0.21319667958647087,0.21554451579871997,325466400
250,2000-12-28,0.22258885204792023,0.22446713104938562,0.21507495858793627,0.2160140730095037,305177600
251,2000-12-29,0.22352801263332367,0.22540626673279343,0.21789322525574684,0.22071061894453525,630336000
252,2001-01-02,0.22352801263332367,0.22916280001090053,0.21883233976589792,0.22352801263332367,452312000
253,2001-01-03,0.24606890976428986,0.2507645829591394,0.216954100794381,0.21789324044918476,817073600
254,2001-01-04,0.2564002275466919,0.2780011170922953,0.25264284125443426,0.27260112041842227,739396000
255,2001-01-05,0.24606890976428986,0.2610958966162309,0.24137240895685166,0.25452111649918513,412356000
256,2001-01-08,0.24888642132282257,0.25522558564093795,0.2394942428799208,0.25452123683661193,373699200
257,2001-01-09,0.25827839970588684,0.26508711625986275,0.2488862285380659,0.25264276094442634,588929600
258,2001-01-10,0.24888642132282257,0.25546035185625915,0.24137252307757764,0.2507647015204794,580781600
259,2001-01-11,0.27048808336257935,0.27800112571747887,0.24419066703890824,0.24419066703890824,803734400
260,2001-01-12,0.25827839970588684,0.2704879889878495,0.2564001460422875,0.26860885755358765,423376800
261,2001-01-16,0.25733935832977295,0.27424459910034893,0.25546022636306637,0.26203500635884575,306118400
262,2001-01-17,0.25264281034469604,0.2639132624590351,0.24794716272795786,0.2639132624590351,840873600
263,2001-01-18,0.28081849217414856,0.2817576066179889,0.264852367908069,0.26766978647708745,1227010400
264,2001-01-19,0.2930281162261963,0.29396725593469836,0.2808185476405457,0.2920889765176942,776664000
265,2001-01-22,0.2892715632915497,0.29490635101061263,0.2770619955154401,0.28645416943201824,519327200
266,2001-01-23,0.30805495381355286,0.3146297316377209,0.28645407214855106,0.2902106043785496,879530400
267,2001-01-24,0.30805495381355286,0.31087319940772234,0.29396713660854823,0.30993408515959314,717091200
268,2001-01-25,0.2996028959751129,0.30899507049110264,0.29678550193577447,0.30899507049110264,489708800
269,2001-01-26,0.29396727681159973,0.2977246384459127,0.28645420876836336,0.293028137036402,482820800
270,2001-01-29,0.32590022683143616,0.3268393662907421,0.2939671779319329,0.2939671779319329,855528800
271,2001-01-30,0.3268394470214844,0.3305959556282537,0.31369073896848965,0.3240220279476519,692423200
272,2001-01-31,0.32496118545532227,0.338109894229211,0.32214379130619303,0.32308293104896,730704800
273,2001-02-01,0.3174472749233246,0.32308294116912273,0.3080550997471341,0.3108733466763792,369695200
274,2001-02-02,0.30993419885635376,0.3296568341810199,0.30805506682096967,0.3174472409932868,427341600
275,2001-02-05,0.30335935950279236,0.3089949989688066,0.29678543323959594,0.3080550067884098,286115200
276,2001-02-06,0.3174472749233246,0.3214386001457286,0.3005420568071769,0.30288986861887895,462711200
277,2001-02-07,0.31181252002716064,0.3136907997737983,0.2977246695521226,0.31040382275677003,393887200
278,2001-02-08,0.31181252002716064,0.31650819431457955,0.30335948371286037,0.30899512548637936,604128000
279,2001-02-09,0.2873933017253876,0.3127515762750572,0.2808185218365545,0.3080550505514675,590083200
280,2001-02-12,0.2958463132381439,0.30054198591222936,0.2826976071540412,0.2864541402774762,274120000
281,2001-02-13,0.2873933017253876,0.30711593600843,0.28551502248097566,0.2996028691891194,237070400
282,2001-02-14,0.2930281162261963,0.29490637056402963,0.27800112851503944,0.2883324427628567,309120000
283,2001-02-15,0.30148106813430786,0.3089949862690782,0.2958462815914913,0.2958462815914913,311416000
284,2001-02-16,0.2855149805545807,0.2930280462706365,0.2817575950049495,0.2855149805545807,263911200
